"","x","group","class","predicted","std.error","conf.low","conf.high"
"67",2003,"White women","Conventional",0.0857749009922452,0.147191440048849,0.0656913057642537,0.111267362939232
"68",2004,"White women","Conventional",0.111049045727616,0.13005232346928,0.0882680377270938,0.138814402174929
"69",2005,"White women","Conventional",0.101787860507979,0.135913730048769,0.0798856702425934,0.128854021810401
"70",2006,"White women","Conventional",0.102001586730594,0.142700609470478,0.0790832907173833,0.130619556280705
"71",2007,"White women","Conventional",0.0752127582467855,0.163505343034634,0.0557397956910728,0.100762742379211
"72",2008,"White women","Conventional",0.0980049822202537,0.155396022984434,0.0741816462596678,0.128417922889697
"73",2009,"White women","Conventional",0.0640386145047244,0.197192478970632,0.044422145438739,0.091488205238198
"74",2010,"White women","Conventional",0.0966940591964014,0.152347472690643,0.0735697451198804,0.12609745812456
"75",2011,"White women","Conventional",0.0806779680109961,0.178121475935377,0.0582891322767893,0.110655857333081
"76",2012,"White women","Conventional",0.0774106469782212,0.187787636408284,0.0548823867201076,0.108128387310242
"77",2013,"White women","Conventional",0.0697193303747361,0.194491261157461,0.0486974915291422,0.0988727461824966
"78",2014,"White women","Conventional",0.0714488136233449,0.189855337899939,0.0503663095056887,0.100422892077582
"79",1976,"Black men","Conventional",0.425968035480581,0.204477340742207,0.332014240035009,0.525589485451387
"80",1977,"Black men","Conventional",0.352722825980824,0.180511033482118,0.27670060322404,0.437012180764071
"81",1978,"Black men","Conventional",0.292341888229623,0.186896461361167,0.222639999408672,0.373383941181884
"82",1979,"Black men","Conventional",0.269129754832467,0.198322929896561,0.199767500430086,0.351982437522567
"83",1980,"Black men","Conventional",0.32607483059223,0.173233723859915,0.256255218911114,0.404569695316201
"84",1981,"Black men","Conventional",0.25529912779772,0.175225752948454,0.195606611425886,0.3258291170671
"85",1982,"Black men","Conventional",0.28047750895711,0.188258062464831,0.212307303043162,0.360518314556169
"86",1983,"Black men","Conventional",0.296580961425899,0.182468193795316,0.227714150548422,0.376131343468641
"87",1984,"Black men","Conventional",0.204062709595003,0.200743654592729,0.147475059841159,0.275350606943188
"88",1985,"Black men","Conventional",0.238779168045891,0.197302013800281,0.175651826853128,0.315899757637377
"89",1986,"Black men","Conventional",0.206765889896339,0.223318302743709,0.144028357205667,0.287647852266721
"90",1987,"Black men","Conventional",0.181476280598198,0.240951193775481,0.121464628053601,0.262285796881963
"91",1988,"Black men","Conventional",0.131783962595404,0.248121781377657,0.0853651954043499,0.197980102431639
"92",1989,"Black men","Conventional",0.243215189613868,0.225362651004528,0.171244187415194,0.333270562673761
"93",1990,"Black men","Conventional",0.185851122248896,0.275269761911909,0.117458977211045,0.281369514971632
"94",1991,"Black men","Conventional",0.0992133719117595,0.324966041475523,0.0550485853622397,0.172348458599439
"95",1992,"Black men","Conventional",0.246218352199608,0.198650879407448,0.181200876782372,0.32529668625825
"96",1993,"Black men","Conventional",0.115895653711498,0.31116229881213,0.0664992098261375,0.194345428209999
"97",1994,"Black men","Conventional",0.109263682387562,0.346682331450121,0.05853737217344,0.194849853931198
"98",1995,"Black men","Conventional",0.116425971988109,0.304316848389725,0.0676620747159531,0.19305671556074
"99",1996,"Black men","Conventional",0.140753248218584,0.287342014284105,0.0853151299105336,0.223416263457243
"100",1997,"Black men","Conventional",0.130762924055774,0.309775526911844,0.0757615750645767,0.216347277556387
"101",1998,"Black men","Conventional",0.175829751225031,0.26838162634038,0.111959590744826,0.265252910276611
"102",1999,"Black men","Conventional",0.148757709755843,0.295135969402905,0.089249448697161,0.237592882539932
"103",2000,"Black men","Conventional",0.224298769544071,0.279773282511276,0.143178926068128,0.333489853948067
"104",2001,"Black men","Conventional",0.162151395326345,0.31988622078163,0.0936999772692027,0.265935810295308
"105",2002,"Black men","Conventional",0.115158294930746,0.36791280266364,0.0595133415551536,0.211150357260137
"106",2003,"Black men","Conventional",0.196701036859131,0.300149263898247,0.119694778172087,0.306026896562391
"107",2004,"Black men","Conventional",0.123641322848124,0.359614566649488,0.0651787256576177,0.222084659940945
"108",2005,"Black men","Conventional",0.271350405842786,0.254620036778844,0.184398296297916,0.380191413798537
"109",2006,"Black men","Conventional",0.173963286373814,0.272505754931566,0.109886946177213,0.264308580901728
"110",2007,"Black men","Conventional",0.206951076009053,0.274769190060692,0.132166175521696,0.308985858057217
"111",2008,"Black men","Conventional",0.140371959738915,0.300527087108541,0.0830792330194276,0.227377004214726
"112",2009,"Black men","Conventional",0.167630553309867,0.302792697945813,0.100112364933567,0.267165586106817
"113",2010,"Black men","Conventional",0.152723930441823,0.30863756717947,0.08961758543926,0.248155090752289
"114",2011,"Black men","Conventional",0.124973959187547,0.312869143318804,0.0718001492997705,0.208674130262084
"115",2012,"Black men","Conventional",0.186560836626011,0.269988590346227,0.119026470943573,0.280224994385272
"116",2013,"Black men","Conventional",0.127144772476089,0.33302269129888,0.0704920244999292,0.218619261098931
"117",2014,"Black men","Conventional",0.133457533349002,0.301886852049037,0.0785353806336605,0.217713607045221
"118",1976,"Black women","Conventional",0.367820611842544,0.179976267924078,0.290218137668738,0.452932065441679
"119",1977,"Black women","Conventional",0.297519977821279,0.157875091274992,0.23711445064447,0.365932599976822
"120",1978,"Black women","Conventional",0.173045408941592,0.183656085723036,0.127398939226294,0.230722436200894
"121",1979,"Black women","Conventional",0.228915416595568,0.190629214017643,0.169655341163694,0.301362299215609
"122",1980,"Black women","Conventional",0.148233610883482,0.197814253154866,0.105624852251631,0.204108036992477
"123",1981,"Black women","Conventional",0.175263396035454,0.178807740419266,0.130195553286279,0.231774681638669
"124",1982,"Black women","Conventional",0.185870011038669,0.187998917518654,0.136396980342847,0.248131727735184
"125",1983,"Black women","Conventional",0.122138513738801,0.228391071826712,0.0816624050073498,0.178771228325596
"126",1984,"Black women","Conventional",0.180066680866717,0.184041503835264,0.132778683088242,0.239544012606816
"127",1985,"Black women","Conventional",0.147627418483409,0.211575696352113,0.102659949610833,0.207731934068311
"128",1986,"Black women","Conventional",0.152628658520344,0.228430474355568,0.103229379042589,0.219871457485621
"129",1987,"Black women","Conventional",0.116646081866416,0.25469309310108,0.0742084680100269,0.17866885738562
"130",1988,"Black women","Conventional",0.190107508807165,0.181706047369061,0.141189046508727,0.251020979208914
"131",1989,"Black women","Conventional",0.120770227620409,0.261526780990883,0.0760167985188373,0.186551785107263
"132",1990,"Black women","Conventional",0.129716717909933,0.265449910089909,0.0813803698548885,0.200496595019927
"133",1991,"Black women","Conventional",0.075361176084187,0.356162271950759,0.038971397583175,0.140753496409157
"134",1992,"Black women","Conventional",0.0484622843748621,0.397075484292772,0.0228531693313918,0.0998367465633484
"135",1993,"Black women","Conventional",0.128675052164886,0.251655867778997,0.0827192556668997,0.194741815571988
"136",1994,"Black women","Conventional",0.0904829767612614,0.338379260785798,0.0487550347084256,0.161848139094326
"137",1995,"Black women","Conventional",0.103908024074152,0.326444716322168,0.0576298854586566,0.180240778637892
"138",1996,"Black women","Conventional",0.190579125284012,0.232790414984389,0.129824385835549,0.270913908850682
"139",1997,"Black women","Conventional",0.123185517074038,0.25803164495542,0.0781079221353005,0.188946331221138
"140",1998,"Black women","Conventional",0.146690441575364,0.241093054821744,0.0967969796709092,0.216146765332495
"141",1999,"Black women","Conventional",0.106328099131346,0.34143820934614,0.0574314973508383,0.188528125529926
"142",2000,"Black women","Conventional",0.142938988723085,0.276744091648941,0.0883862735826034,0.222928241231665
"143",2001,"Black women","Conventional",0.204207468621092,0.259905065227958,0.133587248746818,0.299265597686234
"144",2002,"Black women","Conventional",0.0848297769134641,0.375089067733888,0.042548742042123,0.16201620569534
"145",2003,"Black women","Conventional",0.0884593576006811,0.31610925180887,0.0496347250549422,0.152771094934063
"146",2004,"Black women","Conventional",0.0554010217300413,0.386849364312986,0.0267430562479112,0.111258349357019
"147",2005,"Black women","Conventional",0.136073366098783,0.289436070179402,0.0819924889831197,0.217378453676703
"148",2006,"Black women","Conventional",0.274984049298443,0.214252326572086,0.199502377983767,0.365967955913906
"149",2007,"Black women","Conventional",0.174361294838542,0.245499096626121,0.115454533894196,0.254670028515624
"150",2008,"Black women","Conventional",0.166640928141422,0.280520175375007,0.103453058669167,0.257345039253878
"151",2009,"Black women","Conventional",0.210602805293391,0.271455103058385,0.135481463699483,0.312328987642779
"152",2010,"Black women","Conventional",0.125359738076633,0.30620928835727,0.0729127378521791,0.207104820393327
"153",2011,"Black women","Conventional",0.164559890860125,0.259027584235952,0.105990321599143,0.246568298421387
"154",2012,"Black women","Conventional",0.0559137021764455,0.45754022561584,0.0235874483318717,0.126789795875348
"155",2013,"Black women","Conventional",0.110814281008609,0.377495256462297,0.0561294936975326,0.207087189220003
"156",2014,"Black women","Conventional",0.0762154643951602,0.436406234951012,0.0338868156980408,0.162523041186452
"157",1976,"White men","Neo-traditional",0.178340343026693,0.0911451762499226,0.153647650380846,0.206035340690763
"158",1977,"White men","Neo-traditional",0.205966125023971,0.0793797250261318,0.181681597906308,0.232574106317749
"159",1978,"White men","Neo-traditional",0.225919125851431,0.0695001157880058,0.202988950578524,0.250625033788394
"160",1979,"White men","Neo-traditional",0.240781578787664,0.0698541090715513,0.216647557533993,0.266688794187584
"161",1980,"White men","Neo-traditional",0.226555179073564,0.0725451712600553,0.202611490085616,0.252432658469245
"162",1981,"White men","Neo-traditional",0.242074959347311,0.0678830069808816,0.21850748342291,0.267314866239494
"163",1982,"White men","Neo-traditional",0.234815307390833,0.067219577993695,0.211974259395373,0.25930768081076
"164",1983,"White men","Neo-traditional",0.236141512399381,0.0687461116385284,0.21270593695236,0.261302185534085
"165",1984,"White men","Neo-traditional",0.213073938519155,0.0739795286799463,0.189772010248228,0.238395224969583
"166",1985,"White men","Neo-traditional",0.212145252939146,0.0761226983371278,0.188277698860744,0.238150754682133
"167",1986,"White men","Neo-traditional",0.238344205090606,0.0743118413198287,0.212917650803784,0.265781848529424
"168",1987,"White men","Neo-traditional",0.210619236610539,0.07469795490658,0.187307347730596,0.235989980410556
"169",1988,"White men","Neo-traditional",0.226245859093645,0.0730818325456046,0.202156606071403,0.252297894054598
"170",1989,"White men","Neo-traditional",0.228369129986335,0.0785901297168571,0.202365209987572,0.256639422261033
"171",1990,"White men","Neo-traditional",0.19843309985938,0.0834763644263929,0.17368581129059,0.225743161020265
"172",1991,"White men","Neo-traditional",0.20389106627868,0.0862470639048072,0.177819450576362,0.232703350057133
"173",1992,"White men","Neo-traditional",0.234049850015813,0.084699286082031,0.205610464102191,0.265110113357822
"174",1993,"White men","Neo-traditional",0.213931896111082,0.0830838342547248,0.187821662321788,0.242587712956017
"175",1994,"White men","Neo-traditional",0.145127405450419,0.0995852327418035,0.122547522862951,0.171056659660284
"176",1995,"White men","Neo-traditional",0.173613518384848,0.0936783466640318,0.148826210240865,0.201551634205633
"177",1996,"White men","Neo-traditional",0.194263616406795,0.093846933904661,0.16707828990283,0.224679085948986
"178",1997,"White men","Neo-traditional",0.160043699824905,0.10641914516684,0.13394946529938,0.190105428838847
"179",1998,"White men","Neo-traditional",0.175372068087101,0.0998275813702386,0.148845990440753,0.205484154066096
"180",1999,"White men","Neo-traditional",0.187139007591358,0.102510521869221,0.158474136077672,0.219635547633707
"181",2000,"White men","Neo-traditional",0.213693195783418,0.107372605268964,0.180457321767082,0.251174268838485
"182",2001,"White men","Neo-traditional",0.184079682299604,0.112508602603154,0.153233666919639,0.219525242612895
"183",2002,"White men","Neo-traditional",0.21144919430716,0.100135150350762,0.180572528728357,0.246020410536994
"184",2003,"White men","Neo-traditional",0.224651831823703,0.0985976919059027,0.192785958627365,0.260087761735105
"185",2004,"White men","Neo-traditional",0.187179685506982,0.101536135878384,0.158764696831294,0.219354181370951
"186",2005,"White men","Neo-traditional",0.186551637096381,0.101217812784669,0.158296542095141,0.218540647991212
"187",2006,"White men","Neo-traditional",0.215351828847255,0.102264870049737,0.183412285958316,0.251142752580351
"188",2007,"White men","Neo-traditional",0.194843628967367,0.109418069255306,0.163379527056709,0.230696298928804
"189",2008,"White men","Neo-traditional",0.185758018415297,0.11474547317277,0.154111688627824,0.222195816447998
"190",2009,"White men","Neo-traditional",0.256013191751713,0.100904772224156,0.220189217096941,0.29545730069482
"191",2010,"White men","Neo-traditional",0.212529385957908,0.107748306430735,0.179324820679639,0.250009243832158
"192",2011,"White men","Neo-traditional",0.194261265811752,0.109426058484106,0.162870047726641,0.230040166033073
"193",2012,"White men","Neo-traditional",0.239777725034405,0.105794298319139,0.204036972206416,0.279580081298521
"194",2013,"White men","Neo-traditional",0.211751352829122,0.112666045838884,0.177230892445288,0.250944840733222
"195",2014,"White men","Neo-traditional",0.187726694891245,0.133182322074297,0.151115041179737,0.230796861629379
"196",1976,"White women","Neo-traditional",0.268342949638136,0.0805613994819943,0.238495886746585,0.300451532939313
"197",1977,"White women","Neo-traditional",0.244085550441904,0.0722472071231565,0.218913136332867,0.271147682380726
"198",1978,"White women","Neo-traditional",0.283339079105773,0.0621972089267223,0.259251454634496,0.30873196154472
"199",1979,"White women","Neo-traditional",0.298322525172845,0.0643871739747628,0.272595203574108,0.325391792282895
"200",1980,"White women","Neo-traditional",0.268599472336217,0.0683497037669621,0.243110193452043,0.295717082949584
"201",1981,"White women","Neo-traditional",0.291793172256548,0.0629314170143069,0.266973147182798,0.31791990058646
"202",1982,"White women","Neo-traditional",0.314970926542755,0.0618530825839669,0.289418326161133,0.341694706494408
"203",1983,"White women","Neo-traditional",0.265022403346594,0.0672368552399154,0.240159096262448,0.291472370121756
"204",1984,"White women","Neo-traditional",0.280332274153469,0.0676908910046365,0.254361250731218,0.307860170670989
"205",1985,"White women","Neo-traditional",0.265572185274233,0.0672628621992338,0.240664874485593,0.292065757594942
"206",1986,"White women","Neo-traditional",0.236894187348029,0.0704197936646581,0.212854649229009,0.262742478302532
"207",1987,"White women","Neo-traditional",0.25683035858972,0.0670378115273836,0.232562104863803,0.282698183104314
"208",1988,"White women","Neo-traditional",0.271814640084574,0.0665819551836118,0.246766356095383,0.29839822874793
"209",1989,"White women","Neo-traditional",0.245750735073717,0.0751033565980071,0.219496141919743,0.274043094854871
"210",1990,"White women","Neo-traditional",0.190344312513288,0.0896488838099255,0.164725073581995,0.218903810336429
"211",1991,"White women","Neo-traditional",0.215657812107991,0.0857679617542249,0.188581365249418,0.245445918056148
"212",1992,"White women","Neo-traditional",0.224558618820756,0.0826783980178172,0.197603196316585,0.25402698454575
"213",1993,"White women","Neo-traditional",0.192948174215258,0.0870834179996467,0.167751602257018,0.220924680377341
"214",1994,"White women","Neo-traditional",0.202170114749539,0.0847252192749302,0.176703345050817,0.230280589852322
"215",1995,"White women","Neo-traditional",0.172349937850273,0.0897132808062832,0.148691827349331,0.198892813000293
"216",1996,"White women","Neo-traditional",0.176621198495615,0.0951208073476778,0.15112015491552,0.205384308748298
"217",1997,"White women","Neo-traditional",0.16987965497956,0.0978145823387269,0.144526347519473,0.198647766905355
"218",1998,"White women","Neo-traditional",0.185351243884359,0.099020708188703,0.157814311091051,0.216458127004559
"219",1999,"White women","Neo-traditional",0.19459299412096,0.10311289353184,0.164855540496536,0.228228707845824
"220",2000,"White women","Neo-traditional",0.183079058522955,0.109525678219613,0.153126022912886,0.217387217826375
"221",2001,"White women","Neo-traditional",0.216712894285109,0.102848036689912,0.184446986548081,0.252873066579542
"222",2002,"White women","Neo-traditional",0.17852746105145,0.11151271038731,0.148689463993232,0.212856024171175
"223",2003,"White women","Neo-traditional",0.133351424214171,0.114442841985424,0.109491134212037,0.161468539107152
"224",2004,"White women","Neo-traditional",0.165179250874383,0.104738731265223,0.138778819761858,0.195462090677961
"225",2005,"White women","Neo-traditional",0.144037129538056,0.111650490993574,0.119099350086835,0.173170056219184
"226",2006,"White women","Neo-traditional",0.176618662953267,0.108050293151349,0.147895760106417,0.209548050558998
"227",2007,"White women","Neo-traditional",0.152370107510872,0.111825640255585,0.126164465874765,0.182879757375996
"228",2008,"White women","Neo-traditional",0.143717751268942,0.124101607358644,0.116296008515465,0.176315283481768
"229",2009,"White women","Neo-traditional",0.176109524583117,0.11885007619383,0.144813437412712,0.212488578779175
"230",2010,"White women","Neo-traditional",0.171926014658795,0.11089709139914,0.143147211967828,0.205105656180437
"231",2011,"White women","Neo-traditional",0.146790115544123,0.128163953046509,0.118032153794012,0.181115950941477
"232",2012,"White women","Neo-traditional",0.17736145871333,0.122716542739105,0.144940577068745,0.21520911443453
"233",2013,"White women","Neo-traditional",0.19433427757143,0.118083168094581,0.160632710967569,0.233142631202894
"234",2014,"White women","Neo-traditional",0.128514557451933,0.137121421209126,0.101295706795615,0.161731089715542
"235",1976,"Black men","Neo-traditional",0.203679437571116,0.236060306656607,0.138700645255704,0.288889257976361
"236",1977,"Black men","Neo-traditional",0.20421816517273,0.202628688437214,0.147131184487175,0.276279690618119
"237",1978,"Black men","Neo-traditional",0.211908186349209,0.198143369344128,0.154228316294313,0.28391832303856
"238",1979,"Black men","Neo-traditional",0.250406256875305,0.190776202085206,0.186887713067302,0.326835603227663
"239",1980,"Black men","Neo-traditional",0.299821930446698,0.168988603121285,0.235167733636608,0.37356935746416
"240",1981,"Black men","Neo-traditional",0.340525197738994,0.153045945171083,0.276694197558185,0.410719912148509
"241",1982,"Black men","Neo-traditional",0.199911104056246,0.196232897205794,0.145360924157756,0.268501112496434
"242",1983,"Black men","Neo-traditional",0.268940583111915,0.179115966016353,0.20569629456136,0.343227674456626
"243",1984,"Black men","Neo-traditional",0.246178878837891,0.174478183446606,0.188304087650525,0.314939688933912
"244",1985,"Black men","Neo-traditional",0.259303023638532,0.180958265828453,0.197140044784888,0.332938920068221
"245",1986,"Black men","Neo-traditional",0.238158395724743,0.198176963190537,0.174909786389035,0.315531744364081
"246",1987,"Black men","Neo-traditional",0.200063329308838,0.212579215706976,0.141541399411624,0.275029820307493
"247",1988,"Black men","Neo-traditional",0.132451954352691,0.230219633664994,0.0886142863186503,0.193374818215037
"248",1989,"Black men","Neo-traditional",0.312981457949721,0.193987923362272,0.23750148661034,0.399869715540103
"249",1990,"Black men","Neo-traditional",0.172421904194486,0.251423000698312,0.112911632799063,0.254305623493747
"250",1991,"Black men","Neo-traditional",0.225673379139228,0.203708629515868,0.163533771641949,0.302875229361394
"251",1992,"Black men","Neo-traditional",0.159753538588783,0.20175118119982,0.113499016783313,0.22017652612306
"252",1993,"Black men","Neo-traditional",0.267515592805694,0.20001924507562,0.197928053432524,0.350866250807956
"253",1994,"Black men","Neo-traditional",0.234117813292651,0.231194706630301,0.162691448584841,0.324740514824969
"254",1995,"Black men","Neo-traditional",0.156361175008599,0.247209804443061,0.102469838590318,0.231291395569075
"255",1996,"Black men","Neo-traditional",0.163303752285461,0.244461499299614,0.107841153204648,0.239629217051245
"256",1997,"Black men","Neo-traditional",0.258829119345019,0.215953504419945,0.186134706550432,0.34778222056336
"257",1998,"Black men","Neo-traditional",0.203067785537748,0.223017752749986,0.141323999515809,0.282899757326243
"258",1999,"Black men","Neo-traditional",0.246083242438605,0.220755606851692,0.174756468396257,0.334714340288478
"259",2000,"Black men","Neo-traditional",0.267331530364506,0.239952815217074,0.185653698045678,0.368675100519477
"260",2001,"Black men","Neo-traditional",0.192318898990303,0.2563888201868,0.12591998780186,0.282417890616773
"261",2002,"Black men","Neo-traditional",0.0992590161967182,0.343317946499262,0.0532329358125259,0.177614444647378
"262",2003,"Black men","Neo-traditional",0.179924148224584,0.277574255717059,0.112955920351056,0.274317592784628
"263",2004,"Black men","Neo-traditional",0.238725811273381,0.255556578953063,0.159686888370111,0.341010070772768
"264",2005,"Black men","Neo-traditional",0.174248267589434,0.262455667466429,0.112025479297057,0.260878140990609
"265",2006,"Black men","Neo-traditional",0.133849967158273,0.267308562169254,0.0838420761968141,0.206947635135814
"266",2007,"Black men","Neo-traditional",0.271735018911036,0.231920277673055,0.191484503485635,0.370217889776078
"267",2008,"Black men","Neo-traditional",0.266720276930053,0.212858762183136,0.193329032445821,0.355687509704732
"268",2009,"Black men","Neo-traditional",0.179824123493827,0.260368154224408,0.116309543419603,0.267522820281094
"269",2010,"Black men","Neo-traditional",0.147089844813572,0.272528925085352,0.0918079055861677,0.227327469978388
"270",2011,"Black men","Neo-traditional",0.182245455392335,0.23917160419268,0.122391516268345,0.262611321368222
"271",2012,"Black men","Neo-traditional",0.329572233619616,0.204500411270886,0.247696830111578,0.423283907855797
"272",2013,"Black men","Neo-traditional",0.15655088761664,0.275043586085276,0.0976869118896744,0.241395676433861
"273",2014,"Black men","Neo-traditional",0.217378363426893,0.232900169956581,0.149632559166538,0.304802073265718
"274",1976,"Black women","Neo-traditional",0.210405071292951,0.20371420323745,0.151644862864777,0.284303679987465
"275",1977,"Black women","Neo-traditional",0.296103948804037,0.150449119344294,0.238522864057031,0.360995670588093
"276",1978,"Black women","Neo-traditional",0.35874459270785,0.145126471568348,0.296241597047939,0.426444010709714
"277",1979,"Black women","Neo-traditional",0.409950178645856,0.161703722890353,0.336014764511667,0.488192728881232
"278",1980,"Black women","Neo-traditional",0.36806646726658,0.141137977634303,0.306369813590144,0.434406392919041
"279",1981,"Black women","Neo-traditional",0.335897107601729,0.142146729795121,0.276831210263802,0.400584630605573
"280",1982,"Black women","Neo-traditional",0.301652405693922,0.153157771404035,0.242389162852853,0.368360237720104
"281",1983,"Black women","Neo-traditional",0.280957434969377,0.15755399759494,0.222956865876152,0.347302591303135
"282",1984,"Black women","Neo-traditional",0.284462794119985,0.149486340673342,0.228743630880134,0.347636781970504
