,x,group,class,predicted,std.error,conf.low,conf.high
36,2011,White men,Conventional,0.125533121,0.138083251,0.098706249,0.158369979
37,2012,White men,Conventional,0.133448457,0.140748786,0.104642919,0.168689486
38,2013,White men,Conventional,0.141897582,0.139778172,0.111691538,0.178629899
39,2014,White men,Conventional,0.161559494,0.153226154,0.124882167,0.206467346
40,1976,White women,Conventional,0.487769706,0.069623705,0.45378457,0.521868295
41,1977,White women,Conventional,0.433800384,0.060324444,0.40501889,0.463035447
42,1978,White women,Conventional,0.42013233,0.054943326,0.394146121,0.446568978
43,1979,White women,Conventional,0.393672729,0.05836146,0.366726438,0.42128182
44,1980,White women,Conventional,0.387764152,0.059738766,0.360359049,0.415898276
45,1981,White women,Conventional,0.317496436,0.059279992,0.292869564,0.343189109
46,1982,White women,Conventional,0.288243958,0.061164809,0.264286149,0.313448279
47,1983,White women,Conventional,0.271537458,0.064434818,0.247288559,0.297225244
48,1984,White women,Conventional,0.250243659,0.06721908,0.22634596,0.27576513
49,1985,White women,Conventional,0.232420416,0.067680392,0.209598802,0.256919197
50,1986,White women,Conventional,0.211030998,0.071103725,0.188760741,0.235167063
51,1987,White women,Conventional,0.205348202,0.07003668,0.183851746,0.228653916
52,1988,White women,Conventional,0.181422258,0.075425105,0.160492037,0.204417407
53,1989,White women,Conventional,0.188880244,0.081395955,0.165641734,0.214540666
54,1990,White women,Conventional,0.156153602,0.095159847,0.133121082,0.182333003
55,1991,White women,Conventional,0.163430544,0.094484679,0.13966105,0.190350414
56,1992,White women,Conventional,0.157762584,0.093656532,0.134874006,0.183710602
57,1993,White women,Conventional,0.161897119,0.093611168,0.138517949,0.188359479
58,1994,White women,Conventional,0.116421041,0.105499009,0.096778616,0.139434699
59,1995,White women,Conventional,0.108956686,0.109119649,0.089862645,0.131521553
60,1996,White women,Conventional,0.134003264,0.108417492,0.111203014,0.160633428
61,1997,White women,Conventional,0.113766258,0.118992151,0.092284476,0.139480145
62,1998,White women,Conventional,0.123901076,0.121064979,0.100355705,0.152037071
63,1999,White women,Conventional,0.103193251,0.139602719,0.080479249,0.131401823
64,2000,White women,Conventional,0.115613776,0.136667969,0.090915871,0.145943915
65,2001,White women,Conventional,0.108542802,0.142567181,0.084312935,0.138681275
66,2002,White women,Conventional,0.10772529,0.144510009,0.083369334,0.138124514
67,2003,White women,Conventional,0.093875626,0.14164999,0.072774264,0.12030163
68,2004,White women,Conventional,0.109597198,0.131106767,0.086920688,0.13730013
69,2005,White women,Conventional,0.106632328,0.133495718,0.08414949,0.134241604
70,2006,White women,Conventional,0.127025593,0.129998216,0.101350391,0.158061093
71,2007,White women,Conventional,0.088650331,0.152265015,0.067316481,0.115905071
72,2008,White women,Conventional,0.097552427,0.156061719,0.073740928,0.127990386
73,2009,White women,Conventional,0.068173299,0.191865796,0.047827568,0.096298721
74,2010,White women,Conventional,0.087275049,0.160126413,0.065301319,0.1157274
75,2011,White women,Conventional,0.080388449,0.178858202,0.057995945,0.110413414
76,2012,White women,Conventional,0.079337615,0.186176574,0.056450727,0.110417692
77,2013,White women,Conventional,0.074731536,0.189066706,0.052812674,0.104741432
78,2014,White women,Conventional,0.077943434,0.183276837,0.055732859,0.107993034
79,1976,Black men,Conventional,0.449612009,0.20419478,0.353782716,0.549332963
80,1977,Black men,Conventional,0.305593706,0.187138285,0.233691123,0.38840624
81,1978,Black men,Conventional,0.24683032,0.197236085,0.18210284,0.325411184
82,1979,Black men,Conventional,0.277976324,0.197089222,0.207376925,0.361644371
83,1980,Black men,Conventional,0.306946474,0.176679667,0.238536548,0.385054665
84,1981,Black men,Conventional,0.243092873,0.17803907,0.184711459,0.312846116
85,1982,Black men,Conventional,0.217060961,0.204539585,0.156597324,0.292766322
86,1983,Black men,Conventional,0.243054023,0.194382776,0.179904979,0.319727385
87,1984,Black men,Conventional,0.206739501,0.200742809,0.149549243,0.278634826
88,1985,Black men,Conventional,0.221608374,0.203265463,0.160473258,0.297773046
89,1986,Black men,Conventional,0.208386806,0.223621737,0.145173688,0.289793673
90,1987,Black men,Conventional,0.190350273,0.237606131,0.12859541,0.272487916
91,1988,Black men,Conventional,0.172097032,0.224214603,0.118126759,0.243905603
92,1989,Black men,Conventional,0.248463571,0.223719523,0.175765312,0.338868365
93,1990,Black men,Conventional,0.210852769,0.263418217,0.137515207,0.309276782
94,1991,Black men,Conventional,0.117467354,0.302659958,0.068507944,0.194124007
95,1992,Black men,Conventional,0.225356988,0.205119239,0.16290875,0.303076539
96,1993,Black men,Conventional,0.147076198,0.281081467,0.090410831,0.230265997
97,1994,Black men,Conventional,0.10868329,0.34796729,0.058070912,0.194307781
98,1995,Black men,Conventional,0.127263654,0.294111557,0.075730647,0.20604626
99,1996,Black men,Conventional,0.134036671,0.295149477,0.079862884,0.216319184
100,1997,Black men,Conventional,0.129581375,0.3119349,0.074740897,0.215297471
101,1998,Black men,Conventional,0.187021562,0.261442771,0.121116539,0.277466765
102,1999,Black men,Conventional,0.165916001,0.283846346,0.102368453,0.257591649
103,2000,Black men,Conventional,0.232831113,0.276754834,0.149971689,0.342997626
104,2001,Black men,Conventional,0.149483977,0.332972887,0.083840913,0.25236486
105,2002,Black men,Conventional,0.177428505,0.312368794,0.104696297,0.28462465
106,2003,Black men,Conventional,0.238439605,0.281294204,0.152829385,0.352075869
107,2004,Black men,Conventional,0.12524958,0.358960525,0.066163036,0.224421969
108,2005,Black men,Conventional,0.278723552,0.252602664,0.190634261,0.388004041
109,2006,Black men,Conventional,0.149274355,0.290884622,0.090263063,0.236822381
110,2007,Black men,Conventional,0.199251133,0.279509375,0.125778684,0.300871129
111,2008,Black men,Conventional,0.138422873,0.302484493,0.081562071,0.225204095
112,2009,Black men,Conventional,0.168306335,0.303396505,0.100441857,0.268345669
113,2010,Black men,Conventional,0.159007432,0.305342516,0.094140811,0.255941349
114,2011,Black men,Conventional,0.11078535,0.331751066,0.061056006,0.192705725
115,2012,Black men,Conventional,0.226056753,0.2514859,0.151406016,0.323483408
116,2013,Black men,Conventional,0.144164929,0.317947022,0.082846572,0.239039074
117,2014,Black men,Conventional,0.156853713,0.284828957,0.096208467,0.245349247
118,1976,Black women,Conventional,0.372286202,0.18052833,0.293955384,0.457951454
119,1977,Black women,Conventional,0.272151973,0.162251085,0.213872673,0.339454665
120,1978,Black women,Conventional,0.193193614,0.176995264,0.144761205,0.253035756
121,1979,Black women,Conventional,0.21429086,0.195038783,0.156894114,0.28557294
122,1980,Black women,Conventional,0.201554163,0.176859315,0.151453418,0.263089706
123,1981,Black women,Conventional,0.178778781,0.178069015,0.133119698,0.235838034
124,1982,Black women,Conventional,0.143304313,0.206877967,0.100327976,0.200585504
125,1983,Black women,Conventional,0.133722901,0.221994083,0.090830577,0.192579636
126,1984,Black women,Conventional,0.161093646,0.192204538,0.116414886,0.218675909
127,1985,Black women,Conventional,0.152433918,0.209304111,0.106608072,0.21325608
128,1986,Black women,Conventional,0.150560652,0.230503398,0.101379593,0.21781722
129,1987,Black women,Conventional,0.12595241,0.248168545,0.081388291,0.189873972
130,1988,Black women,Conventional,0.151667226,0.198833699,0.108004225,0.208849012
131,1989,Black women,Conventional,0.120489398,0.263893598,0.075506603,0.186854183
132,1990,Black women,Conventional,0.15064523,0.250898284,0.097853897,0.224819549
133,1991,Black women,Conventional,0.091729619,0.328957021,0.050333467,0.161385817
134,1992,Black women,Conventional,0.059929654,0.361527786,0.030431741,0.114639566
135,1993,Black women,Conventional,0.167715075,0.226006646,0.114571445,0.238859328
136,1994,Black women,Conventional,0.091379094,0.337265738,0.049362586,0.163026104
137,1995,Black women,Conventional,0.113653491,0.31565057,0.064608605,0.192275787
138,1996,Black women,Conventional,0.191104796,0.23408259,0.129922873,0.272088127
139,1997,Black women,Conventional,0.128339182,0.254271932,0.082104736,0.195075797
140,1998,Black women,Conventional,0.143185436,0.24607797,0.093520739,0.213026666
141,1999,Black women,Conventional,0.112648881,0.334807766,0.061793251,0.196588573
142,2000,Black women,Conventional,0.13922848,0.282091801,0.085129995,0.219458801
143,2001,Black women,Conventional,0.218945644,0.254781896,0.145395076,0.315947652
144,2002,Black women,Conventional,0.092232892,0.364496016,0.047377552,0.171892744
145,2003,Black women,Conventional,0.095869756,0.306341036,0.054971498,0.161980493
146,2004,Black women,Conventional,0.056788066,0.385015534,0.027529506,0.113513088
147,2005,Black women,Conventional,0.122189262,0.303687055,0.071287678,0.201548504
148,2006,Black women,Conventional,0.213521468,0.234998872,0.146237958,0.300853111
149,2007,Black women,Conventional,0.13915171,0.271025423,0.086783729,0.215657642
150,2008,Black women,Conventional,0.181931908,0.272007525,0.115429931,0.274843004
151,2009,Black women,Conventional,0.22027211,0.269988714,0.142674786,0.324117488
152,2010,Black women,Conventional,0.136127093,0.297429123,0.080854955,0.220133885
153,2011,Black women,Conventional,0.177741466,0.253625772,0.116209835,0.262187965
154,2012,Black women,Conventional,0.052831482,0.47226302,0.021626157,0.123385767
155,2013,Black women,Conventional,0.121705659,0.363469703,0.063639643,0.220288014
156,2014,Black women,Conventional,0.076802707,0.438020428,0.034055746,0.164090971
157,1976,White men,Neotraditional,0.196820183,0.087533774,0.17110003,0.225355503
158,1977,White men,Neotraditional,0.205206096,0.079558743,0.18093875,0.231807022
159,1978,White men,Neotraditional,0.220434841,0.07015636,0.197714879,0.244968434
160,1979,White men,Neotraditional,0.242793777,0.0697397,0.218554412,0.268796757
161,1980,White men,Neotraditional,0.234547988,0.071730888,0.210253797,0.260722572
162,1981,White men,Neotraditional,0.244423212,0.067695584,0.220756874,0.26974843
163,1982,White men,Neotraditional,0.239469032,0.066823599,0.21643486,0.264128287
164,1983,White men,Neotraditional,0.228510783,0.069587924,0.20535927,0.253439889
165,1984,White men,Neotraditional,0.21060816,0.074352059,0.187400422,0.235855762
166,1985,White men,Neotraditional,0.211323781,0.076245269,0.18749005,0.237302386
167,1986,White men,Neotraditional,0.239873709,0.074203046,0.214365812,0.267383832
168,1987,White men,Neotraditional,0.216388914,0.074003577,0.192805949,0.241991652
169,1988,White men,Neotraditional,0.223991007,0.073385047,0.199984658,0.249978651
170,1989,White men,Neotraditional,0.22811315,0.078674191,0.202104173,0.256393692
171,1990,White men,Neotraditional,0.198652376,0.083520204,0.17387133,0.225999137
172,1991,White men,Neotraditional,0.193843865,0.087949789,0.168316917,0.222207871
173,1992,White men,Neotraditional,0.225118685,0.085935538,0.197100993,0.255849948
174,1993,White men,Neotraditional,0.217297634,0.082699555,0.190992712,0.246123271
175,1994,White men,Neotraditional,0.15797215,0.096403205,0.134430406,0.184756587
176,1995,White men,Neotraditional,0.176727659,0.093224573,0.151691699,0.204897635
177,1996,White men,Neotraditional,0.204028294,0.09239493,0.176187281,0.235013681
178,1997,White men,Neotraditional,0.182054615,0.101367508,0.154313105,0.213524133
179,1998,White men,Neotraditional,0.189160489,0.097117273,0.161674594,0.220092401
180,1999,White men,Neotraditional,0.182095543,0.103708683,0.153750991,0.214341996
181,2000,White men,Neotraditional,0.215936209,0.10704769,0.182527418,0.253563223
182,2001,White men,Neotraditional,0.169871024,0.116104777,0.140142996,0.204406058
183,2002,White men,Neotraditional,0.193875281,0.10319862,0.164202082,0.227451489
184,2003,White men,Neotraditional,0.226336966,0.098376214,0.194359923,0.261864987
185,2004,White men,Neotraditional,0.193228649,0.100491057,0.164361896,0.22579534
186,2005,White men,Neotraditional,0.180561215,0.102705043,0.152665275,0.212277473
187,2006,White men,Neotraditional,0.212975164,0.102797306,0.181151815,0.248691117
188,2007,White men,Neotraditional,0.192294696,0.110190443,0.160955273,0.22807746
189,2008,White men,Neotraditional,0.174925988,0.117508464,0.144127574,0.210685595
190,2009,White men,Neotraditional,0.258043889,0.100770798,0.222065916,0.297620792
191,2010,White men,Neotraditional,0.217063253,0.107114724,0.183501219,0.254847778
192,2011,White men,Neotraditional,0.182562547,0.112083541,0.15203079,0.217652059
193,2012,White men,Neotraditional,0.244477628,0.105265861,0.208399013,0.284557011
194,2013,White men,Neotraditional,0.201576662,0.114743097,0.167791408,0.240201182
195,2014,White men,Neotraditional,0.199688521,0.12995143,0.162065092,0.243508008
196,1976,White women,Neotraditional,0.27520534,0.07975785,0.245141746,0.307454174
197,1977,White women,Neotraditional,0.275594871,0.069368753,0.249294381,0.303548106
198,1978,White women,Neotraditional,0.274856216,0.062803325,0.251013525,0.300056339
199,1979,White women,Neotraditional,0.304204773,0.064047174,0.278305099,0.331407909
200,1980,White women,Neotraditional,0.279469297,0.067503677,0.253619508,0.306870542
201,1981,White women,Neotraditional,0.296875098,0.062639042,0.271902127,0.323123818
202,1982,White women,Neotraditional,0.329353229,0.061161461,0.303436622,0.356350966
203,1983,White women,Neotraditional,0.268281601,0.066957063,0.243314661,0.294812299
204,1984,White women,Neotraditional,0.282600973,0.067515445,0.256560262,0.310182026
205,1985,White women,Neotraditional,0.269100936,0.067017581,0.244061297,0.29570462
206,1986,White women,Neotraditional,0.241265978,0.069973538,0.217057506,0.267252806
207,1987,White women,Neotraditional,0.252314167,0.067446877,0.228200297,0.278058131
208,1988,White women,Neotraditional,0.272319906,0.066586492,0.247239215,0.298934488
209,1989,White women,Neotraditional,0.247395821,0.07495381,0.221067445,0.275749778
210,1990,White women,Neotraditional,0.202541683,0.087610514,0.176216078,0.231694027
211,1991,White women,Neotraditional,0.214985725,0.085858874,0.187946241,0.244742896
212,1992,White women,Neotraditional,0.222282875,0.083045717,0.195418525,0.251685045
213,1993,White women,Neotraditional,0.190142773,0.0876418,0.165086643,0.218008816
214,1994,White women,Neotraditional,0.193266717,0.086215005,0.168275292,0.220983598
215,1995,White women,Neotraditional,0.186343409,0.087128336,0.161824439,0.213630526
216,1996,White women,Neotraditional,0.188891262,0.092870045,0.162566793,0.218366918
217,1997,White women,Neotraditional,0.170658265,0.097688515,0.145239754,0.199487077
218,1998,White women,Neotraditional,0.188096193,0.098575758,0.160349045,0.219390216
219,1999,White women,Neotraditional,0.195395683,0.102983167,0.165595908,0.229085765
220,2000,White women,Neotraditional,0.178787634,0.110578803,0.149146171,0.212846409
221,2001,White women,Neotraditional,0.218072041,0.10281645,0.185661095,0.254373602
222,2002,White women,Neotraditional,0.169930185,0.11379043,0.140741216,0.203737421
223,2003,White women,Neotraditional,0.125825076,0.117310421,0.102632389,0.153363095
224,2004,White women,Neotraditional,0.169159745,0.104027634,0.142401629,0.199774613
225,2005,White women,Neotraditional,0.143214996,0.112094042,0.118309154,0.172339061
226,2006,White women,Neotraditional,0.169332582,0.10987186,0.141157452,0.201810019
227,2007,White women,Neotraditional,0.148453922,0.113223858,0.122529268,0.178746342
228,2008,White women,Neotraditional,0.151453123,0.121791158,0.123255578,0.184742223
229,2009,White women,Neotraditional,0.173622731,0.119604508,0.142511239,0.209863872
230,2010,White women,Neotraditional,0.167975758,0.112259868,0.13942581,0.201006333
231,2011,White women,Neotraditional,0.144251269,0.129194948,0.115716187,0.17840334
232,2012,White women,Neotraditional,0.188000246,0.120218791,0.154637577,0.226631155
233,2013,White women,Neotraditional,0.182457407,0.121207256,0.149650088,0.220591214
234,2014,White women,Neotraditional,0.120332072,0.141509923,0.093923455,0.152912913
235,1976,Black men,Neotraditional,0.22974844,0.227740184,0.160286927,0.317915129
236,1977,Black men,Neotraditional,0.220987131,0.19712826,0.161611351,0.294514328
237,1978,Black men,Neotraditional,0.262837913,0.18614259,0.198435231,0.339295007
238,1979,Black men,Neotraditional,0.249392182,0.190727399,0.186081506,0.32562547
239,1980,Black men,Neotraditional,0.273843143,0.172743578,0.211854706,0.346006605
240,1981,Black men,Neotraditional,0.327789094,0.153895055,0.265060417,0.397337097
241,1982,Black men,Neotraditional,0.218686629,0.19051817,0.16154932,0.28906534
242,1983,Black men,Neotraditional,0.291399072,0.175301673,0.225799445,0.36702201
243,1984,Black men,Neotraditional,0.24156409,0.175704478,0.184147288,0.310079207
244,1985,Black men,Neotraditional,0.289237779,0.176059953,0.223712708,0.364932783
245,1986,Black men,Neotraditional,0.244644777,0.196883424,0.180455382,0.322676999
246,1987,Black men,Neotraditional,0.21073176,0.208884519,0.150597004,0.286771921
247,1988,Black men,Neotraditional,0.140348305,0.225641997,0.094949097,0.202595631
248,1989,Black men,Neotraditional,0.273456853,0.199979789,0.202764129,0.357736761
249,1990,Black men,Neotraditional,0.168131578,0.253436547,0.109519956,0.24932774
250,1991,Black men,Neotraditional,0.235230216,0.200812677,0.171846656,0.313151948
251,1992,Black men,Neotraditional,0.154021864,0.203519184,0.10887452,0.213407192
252,1993,Black men,Neotraditional,0.268431783,0.199325882,0.198886997,0.351620864
253,1994,Black men,Neotraditional,0.223392481,0.2345534,0.153719534,0.312966122
254,1995,Black men,Neotraditional,0.16108945,0.244615261,0.106254738,0.236727181
255,1996,Black men,Neotraditional,0.176370454,0.238486455,0.118307199,0.254698308
256,1997,Black men,Neotraditional,0.246276971,0.219457553,0.175274533,0.334380357
257,1998,Black men,Neotraditional,0.174167939,0.233646425,0.117708631,0.250033645
258,1999,Black men,Neotraditional,0.261793775,0.21737851,0.18805163,0.351919583
259,2000,Black men,Neotraditional,0.267873451,0.239404917,0.186234786,0.369068813
260,2001,Black men,Neotraditional,0.195592263,0.255176721,0.128508478,0.286194904
261,2002,Black men,Neotraditional,0.143913268,0.298878941,0.085571042,0.231943601
262,2003,Black men,Neotraditional,0.18152734,0.276348885,0.114288272,0.275998136
263,2004,Black men,Neotraditional,0.234502934,0.257106872,0.156173743,0.336453926
264,2005,Black men,Neotraditional,0.166037933,0.265813142,0.105745436,0.251056138
265,2006,Black men,Neotraditional,0.141927196,0.260783658,0.090256974,0.216149477
266,2007,Black men,Neotraditional,0.280910868,0.229961295,0.199301814,0.380074497
267,2008,Black men,Neotraditional,0.245484782,0.217603695,0.175182206,0.332623067
268,2009,Black men,Neotraditional,0.170312406,0.265103743,0.108804746,0.256579931
269,2010,Black men,Neotraditional,0.145016805,0.273803251,0.090226155,0.224856166
270,2011,Black men,Neotraditional,0.19411876,0.234566348,0.132020849,0.276133077
271,2012,Black men,Neotraditional,0.259225175,0.216022912,0.186426875,0.348281312
272,2013,Black men,Neotraditional,0.159281027,0.273763972,0.099736583,0.244711503
273,2014,Black men,Neotraditional,0.203164206,0.23894382,0.137649006,0.289397341
274,1976,Black women,Neotraditional,0.244277537,0.194286513,0.180914528,0.321131967
275,1977,Black women,Neotraditional,0.307874251,0.14888015,0.24938856,0.373255333
276,1978,Black women,Neotraditional,0.335267334,0.146715379,0.274479334,0.402057407
277,1979,Black women,Neotraditional,0.423531565,0.161121541,0.348852963,0.501874961
278,1980,Black women,Neotraditional,0.362159972,0.141359844,0.300890349,0.428263078
279,1981,Black women,Neotraditional,0.350572063,0.141040719,0.290499299,0.415787405
280,1982,Black women,Neotraditional,0.290658683,0.153864704,0.232587775,0.356493099
281,1983,Black women,Neotraditional,0.3088796,0.154445605,0.248230816,0.376917015
282,1984,Black women,Neotraditional,0.290763878,0.148408518,0.23459359,0.354160314
283,1985,Black women,Neotraditional,0.310814975,0.15498601,0.249725097,0.379294219
284,1986,Black women,Neotraditional,0.236710065,0.178753968,0.17929176,0.305668023
285,1987,Black women,Neotraditional,0.27530722,0.170625407,0.213781575,0.346730819
286,1988,Black women,Neotraditional,0.249916931,0.15325282,0.197907311,0.310306803
287,1989,Black women,Neotraditional,0.207867125,0.188540287,0.153506155,0.275219892
288,1990,Black women,Neotraditional,0.237715902,0.197704939,0.174691225,0.314805342
289,1991,Black women,Neotraditional,0.188704707,0.213112487,0.132832698,0.261004168
290,1992,Black women,Neotraditional,0.230046435,0.18353905,0.17253325,0.299785584
291,1993,Black women,Neotraditional,0.19098408,0.190036668,0.139903277,0.255181882
292,1994,Black women,Neotraditional,0.216007683,0.214593163,0.153205211,0.295568521
293,1995,Black women,Neotraditional,0.198179662,0.221488635,0.138021566,0.276157832
294,1996,Black women,Neotraditional,0.182205526,0.211958523,0.128206894,0.252363825
295,1997,Black women,Neotraditional,0.229705231,0.185599952,0.171683082,0.300229098
296,1998,Black women,Neotraditional,0.228092334,0.180827761,0.171713699,0.296358626
297,1999,Black women,Neotraditional,0.19055106,0.228629813,0.130727722,0.26927042
298,2000,Black women,Neotraditional,0.252432978,0.197122594,0.186634052,0.331961901
299,2001,Black women,Neotraditional,0.170174334,0.24275493,0.113027467,0.248131739
300,2002,Black women,Neotraditional,0.288480737,0.209089655,0.212055041,0.379195108
301,2003,Black women,Neotraditional,0.18090003,0.211731727,0.127277473,0.250626259
302,2004,Black women,Neotraditional,0.203018416,0.203512831,0.145989013,0.27514826
303,2005,Black women,Neotraditional,0.258674547,0.208128002,0.188346155,0.344129425
304,2006,Black women,Neotraditional,0.289274244,0.192359486,0.218243973,0.372409507
305,2007,Black women,Neotraditional,0.232762925,0.201326938,0.169754389,0.310414572
306,2008,Black women,Neotraditional,0.228707775,0.226868385,0.159724939,0.316269668
307,2009,Black women,Neotraditional,0.225969279,0.238981074,0.154516625,0.318034715
308,2010,Black women,Neotraditional,0.222229042,0.216935452,0.157372526,0.304165932
309,2011,Black women,Neotraditional,0.226687734,0.197005259,0.16614028,0.301327105
310,2012,Black women,Neotraditional,0.10252935,0.302629557,0.059380414,0.171321794
311,2013,Black women,Neotraditional,0.226146356,0.251922382,0.151361899,0.32378276
312,2014,Black women,Neotraditional,0.182213186,0.272061782,0.115612051,0.275240815
313,1976,White men,Conventional Realists,0.126338365,0.102900107,0.105702503,0.15032569
314,1977,White men,Conventional Realists,0.150398992,0.087330609,0.129809973,0.173602129
315,1978,White men,Conventional Realists,0.138317851,0.082376362,0.120173641,0.158707374
316,1979,White men,Conventional Realists,0.130911435,0.085981631,0.112901035,0.151304885
317,1980,White men,Conventional Realists,0.174891816,0.077534615,0.154033197,0.197914218
318,1981,White men,Conventional Realists,0.164113492,0.076023602,0.144681622,0.185588923
319,1982,White men,Conventional Realists,0.183739068,0.072078933,0.163489604,0.205879312
320,1983,White men,Conventional Realists,0.197414187,0.071986219,0.176008898,0.220725348
321,1984,White men,Conventional Realists,0.21668306,0.071839023,0.19373776,0.241531794
322,1985,White men,Conventional Realists,0.227907025,0.07196542,0.204042604,0.253673042
323,1986,White men,Conventional Realists,0.21959248,0.074984529,0.195445088,0.245811787
324,1987,White men,Conventional Realists,0.255232287,0.068444259,0.230578671,0.281557288
325,1988,White men,Conventional Realists,0.245865643,0.069997939,0.221322033,0.272179656
326,1989,White men,Conventional Realists,0.252175092,0.074979516,0.225481686,0.280882554
327,1990,White men,Conventional Realists,0.257125579,0.074730615,0.230155792,0.28608129
328,1991,White men,Conventional Realists,0.250357415,0.078775098,0.222509204,0.280433843
329,1992,White men,Conventional Realists,0.252708272,0.08112329,0.223876236,0.283895242
330,1993,White men,Conventional Realists,0.278396175,0.076188416,0.249410712,0.309361822
331,1994,White men,Conventional Realists,0.308748409,0.076377916,0.27774495,0.341575943
332,1995,White men,Conventional Realists,0.270434244,0.079799543,0.240703812,0.302374461
333,1996,White men,Conventional Realists,0.227874096,0.088239352,0.198881404,0.259723069
334,1997,White men,Conventional Realists,0.303527118,0.084768345,0.269590577,0.339748543
335,1998,White men,Conventional Realists,0.312276413,0.082985659,0.278453215,0.348225279
336,1999,White men,Conventional Realists,0.294131563,0.088546396,0.259426884,0.331401308
337,2000,White men,Conventional Realists,0.327452556,0.094296928,0.288116766,0.369372229
338,2001,White men,Conventional Realists,0.350410477,0.092128121,0.310495632,0.392535299
339,2002,White men,Conventional Realists,0.32543493,0.088247064,0.288667046,0.364486333
340,2003,White men,Conventional Realists,0.271912548,0.092375063,0.237580129,0.309194266
341,2004,White men,Conventional Realists,0.348485387,0.083162978,0.312447879,0.386343824
342,2005,White men,Conventional Realists,0.300099222,0.086628798,0.265687331,0.336923136
343,2006,White men,Conventional Realists,0.314042086,0.0924857,0.276366351,0.354338975
344,2007,White men,Conventional Realists,0.298908612,0.097156667,0.260586213,0.340273243
345,2008,White men,Conventional Realists,0.338482277,0.096136,0.297655313,0.381864479
346,2009,White men,Conventional Realists,0.26548598,0.098885085,0.229443132,0.304950024
347,2010,White men,Conventional Realists,0.296644363,0.097610304,0.258334833,0.338045577
348,2011,White men,Conventional Realists,0.310951418,0.094008255,0.272906094,0.351734821
349,2012,White men,Conventional Realists,0.261006103,0.101971387,0.224330499,0.301348293
350,2013,White men,Conventional Realists,0.268896093,0.103384194,0.230966854,0.310538865
351,2014,White men,Conventional Realists,0.29789946,0.115651818,0.252750941,0.347363809
352,1976,White women,Conventional Realists,0.125917581,0.105637673,0.104837557,0.1505235
353,1977,White women,Conventional Realists,0.1579629,0.082725116,0.137572252,0.180742418
354,1978,White women,Conventional Realists,0.179307424,0.071870488,0.159505719,0.200979573
355,1979,White women,Conventional Realists,0.161837831,0.078712737,0.141986124,0.183870299
356,1980,White women,Conventional Realists,0.186398759,0.076027576,0.164847514,0.210058834
357,1981,White women,Conventional Realists,0.196774863,0.070516854,0.175840711,0.219537385
358,1982,White women,Conventional Realists,0.194523657,0.071434267,0.17351917,0.217401919
359,1983,White women,Conventional Realists,0.271144815,0.066348677,0.246222241,0.297594093
360,1984,White women,Conventional Realists,0.230114719,0.071495698,0.206231498,0.255872225
