"","x","response.level","predicted","std.error","conf.low","conf.high","dol"
"1:61",1997,"ACCEPTABLE",0.42916465194345,0.0501685963821222,0.405261613708876,0.453402730064209,"hfw0"
"1:62",1998,"ACCEPTABLE",0.433481079166984,0.0506680495537461,0.409273407035564,0.458010435555303,"hfw0"
"1:63",1999,"ACCEPTABLE",0.396424643783753,0.0548111729841334,0.371027149519972,0.422393132426247,"hfw0"
"1:64",2000,"ACCEPTABLE",0.411564445255974,0.0576415960143162,0.384503291912282,0.439171208109825,"hfw0"
"1:65",2001,"ACCEPTABLE",0.420984051259375,0.057283907176254,0.393885305829957,0.448567398163845,"hfw0"
"1:66",2002,"ACCEPTABLE",0.412201386891319,0.0564904351918835,0.385660186843442,0.439263129152752,"hfw0"
"1:67",2003,"ACCEPTABLE",0.444099805080082,0.0532468667464319,0.418507955801395,0.469991730821076,"hfw0"
"1:68",2004,"ACCEPTABLE",0.409740559003056,0.0528686099530683,0.384933792223761,0.435015306244692,"hfw0"
"1:69",2005,"ACCEPTABLE",0.453140154932145,0.052315207224604,0.427874854512808,0.478649203308404,"hfw0"
"1:70",2006,"ACCEPTABLE",0.412796344255032,0.0554704960073166,0.386716007397168,0.439375443329957,"hfw0"
"1:71",2007,"ACCEPTABLE",0.448022537504856,0.0554156213900262,0.421339677288329,0.475008080283232,"hfw0"
"1:72",2008,"ACCEPTABLE",0.446135758150142,0.057911572611867,0.418289066501324,0.474324675153985,"hfw0"
"1:73",2009,"ACCEPTABLE",0.453029441375777,0.0584905558651139,0.424805397907036,0.481558748997211,"hfw0"
"1:74",2010,"ACCEPTABLE",0.441306184678838,0.0567589619648127,0.414083855828415,0.468885971211978,"hfw0"
"1:75",2011,"ACCEPTABLE",0.454585769200369,0.0569888283002466,0.427060360674364,0.482391558779374,"hfw0"
"1:76",2012,"ACCEPTABLE",0.419656929765217,0.059765732803972,0.391426349051721,0.448423312419781,"hfw0"
"1:77",2013,"ACCEPTABLE",0.427116394931096,0.0608334383449166,0.398227181001303,0.45651150103722,"hfw0"
"1:78",2014,"ACCEPTABLE",0.411642774728335,0.0644871638879116,0.38140926767622,0.44255826733425,"hfw0"
"1:79",1976,"SOMEWHAT.ACCEPTABLE",0.130032499342789,0.0701691192919936,0.115250107013005,0.146397201244297,"hfw0"
"1:80",1977,"SOMEWHAT.ACCEPTABLE",0.146164390905694,0.0587316846816854,0.13237523847284,0.161123176282702,"hfw0"
"1:81",1978,"SOMEWHAT.ACCEPTABLE",0.16243169544166,0.0521116812730389,0.14901059611251,0.176810451944277,"hfw0"
"1:82",1979,"SOMEWHAT.ACCEPTABLE",0.172923870226816,0.0532260341650195,0.158508670456725,0.188356586468608,"hfw0"
"1:83",1980,"SOMEWHAT.ACCEPTABLE",0.162132832659599,0.0545609875322882,0.148125264682259,0.177189512500235,"hfw0"
"1:84",1981,"SOMEWHAT.ACCEPTABLE",0.190555042142984,0.0487084575453228,0.17626294137523,0.205716594443201,"hfw0"
"1:85",1982,"SOMEWHAT.ACCEPTABLE",0.167395278854911,0.051570517380406,0.153777261595611,0.181959949236178,"hfw0"
"1:86",1983,"SOMEWHAT.ACCEPTABLE",0.170687119492582,0.0524477355881741,0.156624508580236,0.185734285991158,"hfw0"
"1:87",1984,"SOMEWHAT.ACCEPTABLE",0.185646976055838,0.0516101368639184,0.170837820585132,0.201428011976412,"hfw0"
"1:88",1985,"SOMEWHAT.ACCEPTABLE",0.180813580772298,0.0522745019518169,0.166130781778969,0.196488281673343,"hfw0"
"1:89",1986,"SOMEWHAT.ACCEPTABLE",0.202573661704162,0.0509885881502163,0.186908922173319,0.219197328973206,"hfw0"
"1:90",1987,"SOMEWHAT.ACCEPTABLE",0.212614840808997,0.0487504934760287,0.197057985500458,0.22904949690341,"hfw0"
"1:91",1988,"SOMEWHAT.ACCEPTABLE",0.219418590821896,0.047798656782321,0.203795113361269,0.235884962105959,"hfw0"
"1:92",1989,"SOMEWHAT.ACCEPTABLE",0.205687152115067,0.0535144276518602,0.189078740497445,0.223352608617412,"hfw0"
"1:93",1990,"SOMEWHAT.ACCEPTABLE",0.213640658766574,0.0557770382071474,0.195849582122341,0.232580454711112,"hfw0"
"1:94",1991,"SOMEWHAT.ACCEPTABLE",0.204454347195537,0.0570367494058873,0.186870654951291,0.223238343228995,"hfw0"
"1:95",1992,"SOMEWHAT.ACCEPTABLE",0.219995260107155,0.0548004515178498,0.20211931028702,0.238978670237302,"hfw0"
"1:96",1993,"SOMEWHAT.ACCEPTABLE",0.199647184266883,0.0560843297671877,0.182660668427005,0.217792435666026,"hfw0"
"1:97",1994,"SOMEWHAT.ACCEPTABLE",0.214054750982474,0.0564099038233381,0.196042224262929,0.233242137890232,"hfw0"
"1:98",1995,"SOMEWHAT.ACCEPTABLE",0.214636108242327,0.0561807394812654,0.196657846488954,0.233779635699357,"hfw0"
"1:99",1996,"SOMEWHAT.ACCEPTABLE",0.21141685374535,0.0585867336067806,0.192906494485048,0.231194588355636,"hfw0"
"1:100",1997,"SOMEWHAT.ACCEPTABLE",0.211055778987264,0.0600444857898287,0.192125456868399,0.231317259192102,"hfw0"
"1:101",1998,"SOMEWHAT.ACCEPTABLE",0.212173063210626,0.0605942874449576,0.192999173505698,0.232702543484766,"hfw0"
"1:102",1999,"SOMEWHAT.ACCEPTABLE",0.221513835109156,0.0637402299936864,0.20072091351701,0.243803698029241,"hfw0"
"1:103",2000,"SOMEWHAT.ACCEPTABLE",0.226945553418719,0.0667217624695929,0.2048241307819,0.250702881253103,"hfw0"
"1:104",2001,"SOMEWHAT.ACCEPTABLE",0.208345488267799,0.068205355328961,0.187154372914983,0.231253397569377,"hfw0"
"1:105",2002,"SOMEWHAT.ACCEPTABLE",0.212417189383982,0.0670712222533842,0.191255396147244,0.235239399743614,"hfw0"
"1:106",2003,"SOMEWHAT.ACCEPTABLE",0.205476588997548,0.0640557735194359,0.185736146916665,0.226730886500882,"hfw0"
"1:107",2004,"SOMEWHAT.ACCEPTABLE",0.209018096459035,0.0626710926533761,0.189434729403163,0.230051369218457,"hfw0"
"1:108",2005,"SOMEWHAT.ACCEPTABLE",0.203260628729024,0.0636546432871947,0.183801775102298,0.224213650748711,"hfw0"
"1:109",2006,"SOMEWHAT.ACCEPTABLE",0.235072956255306,0.0630132867693721,0.213595321196865,0.258001701362503,"hfw0"
"1:110",2007,"SOMEWHAT.ACCEPTABLE",0.197836010077934,0.0667697167256522,0.177885316794925,0.21942705046859,"hfw0"
"1:111",2008,"SOMEWHAT.ACCEPTABLE",0.196652887600185,0.0705899022233236,0.175708135625713,0.21942967554486,"hfw0"
"1:112",2009,"SOMEWHAT.ACCEPTABLE",0.211373603142301,0.0700211574284742,0.189401395807099,0.235155320013082,"hfw0"
"1:113",2010,"SOMEWHAT.ACCEPTABLE",0.213724912908098,0.0668172709121194,0.192542047374651,0.236555507572906,"hfw0"
"1:114",2011,"SOMEWHAT.ACCEPTABLE",0.235073819566257,0.0653705632053795,0.212821090438055,0.258888082960294,"hfw0"
"1:115",2012,"SOMEWHAT.ACCEPTABLE",0.213070404361117,0.0701243195489147,0.190933289297815,0.237022223700514,"hfw0"
"1:116",2013,"SOMEWHAT.ACCEPTABLE",0.230771388601459,0.0699363869114406,0.207340159763251,0.255995379624276,"hfw0"
"1:117",2014,"SOMEWHAT.ACCEPTABLE",0.248246687888216,0.0713492843207806,0.223076471167557,0.275250748688766,"hfw0"
"1:118",1976,"NOT.AT.ALL.ACCEPTABLE",0.0555494544213755,0.0998994137538692,0.0461271405120816,0.0667617399118022,"hfw0"
"1:119",1977,"NOT.AT.ALL.ACCEPTABLE",0.0607054522329448,0.0837060899095413,0.0519977455627013,0.0707625318098605,"hfw0"
"1:120",1978,"NOT.AT.ALL.ACCEPTABLE",0.0756627923072084,0.0715485292274753,0.0664203396807678,0.0860727673613267,"hfw0"
"1:121",1979,"NOT.AT.ALL.ACCEPTABLE",0.0703710904972022,0.0774623362683537,0.0610639130531252,0.0809745012261049,"hfw0"
"1:122",1980,"NOT.AT.ALL.ACCEPTABLE",0.0755724671846838,0.0740686462276053,0.0660349719072546,0.086360099244079,"hfw0"
"1:123",1981,"NOT.AT.ALL.ACCEPTABLE",0.0765360586731237,0.0698477176328439,0.0674039341693576,0.0867902932673966,"hfw0"
"1:124",1982,"NOT.AT.ALL.ACCEPTABLE",0.0800170094491597,0.0695741295914003,0.0705364011484184,0.0906476060606918,"hfw0"
"1:125",1983,"NOT.AT.ALL.ACCEPTABLE",0.0817171187444194,0.070138859062759,0.0719768847596383,0.092643860606744,"hfw0"
"1:126",1984,"NOT.AT.ALL.ACCEPTABLE",0.0825047385864051,0.0705544783723724,0.0726231732462394,0.093595153822049,"hfw0"
"1:127",1985,"NOT.AT.ALL.ACCEPTABLE",0.0872689890440569,0.0695493094297398,0.0770045224963441,0.0987552854955529,"hfw0"
"1:128",1986,"NOT.AT.ALL.ACCEPTABLE",0.078908989208997,0.0737005568264546,0.0690281831199776,0.0900673174884294,"hfw0"
"1:129",1987,"NOT.AT.ALL.ACCEPTABLE",0.0981858181674774,0.0655001684532551,0.0873902464712886,0.110154028775937,"hfw0"
"1:130",1988,"NOT.AT.ALL.ACCEPTABLE",0.112987844381546,0.0607978971087893,0.101584642165817,0.12549229349064,"hfw0"
"1:131",1989,"NOT.AT.ALL.ACCEPTABLE",0.123085331779962,0.0644314083085029,0.110090691898629,0.137377023348414,"hfw0"
"1:132",1990,"NOT.AT.ALL.ACCEPTABLE",0.106311586631769,0.0724805614112683,0.0935497985244429,0.120582709508876,"hfw0"
"1:133",1991,"NOT.AT.ALL.ACCEPTABLE",0.123460166618689,0.0681259622322524,0.109721596007866,0.138651075253913,"hfw0"
"1:134",1992,"NOT.AT.ALL.ACCEPTABLE",0.120881424605609,0.0669866446840421,0.107608903538765,0.135542338988111,"hfw0"
"1:135",1993,"NOT.AT.ALL.ACCEPTABLE",0.115768602925871,0.0674327195476244,0.102910948737333,0.129999894769631,"hfw0"
"1:136",1994,"NOT.AT.ALL.ACCEPTABLE",0.110810474237621,0.0714524183887635,0.0977451650887655,0.125379500737956,"hfw0"
"1:137",1995,"NOT.AT.ALL.ACCEPTABLE",0.121759127205945,0.0683767879146954,0.108139061710049,0.136831446655519,"hfw0"
"1:138",1996,"NOT.AT.ALL.ACCEPTABLE",0.141159337676527,0.0667402940412419,0.126032577196387,0.157773896907341,"hfw0"
"1:139",1997,"NOT.AT.ALL.ACCEPTABLE",0.123468470025798,0.071223582704996,0.10913740532284,0.139386938767793,"hfw0"
"1:140",1998,"NOT.AT.ALL.ACCEPTABLE",0.121044713052211,0.0719556055310456,0.106823676800562,0.136868832879348,"hfw0"
"1:141",1999,"NOT.AT.ALL.ACCEPTABLE",0.110565762296381,0.0798906944252606,0.0960801480403856,0.126928644858433,"hfw0"
"1:142",2000,"NOT.AT.ALL.ACCEPTABLE",0.103313390482167,0.0861717575019776,0.0886821612068642,0.120040585466458,"hfw0"
"1:143",2001,"NOT.AT.ALL.ACCEPTABLE",0.121355160223791,0.080798418947598,0.105455904230725,0.139278277676438,"hfw0"
"1:144",2002,"NOT.AT.ALL.ACCEPTABLE",0.123567154055038,0.0794780233672652,0.10766189545461,0.141449680111905,"hfw0"
"1:145",2003,"NOT.AT.ALL.ACCEPTABLE",0.111669012046484,0.0775963862510704,0.0974494178030626,0.127669993746282,"hfw0"
"1:146",2004,"NOT.AT.ALL.ACCEPTABLE",0.105388322191959,0.078143960926581,0.0917962534853563,0.120725415238772,"hfw0"
"1:147",2005,"NOT.AT.ALL.ACCEPTABLE",0.0907482697476086,0.0834532624076873,0.0781251125531919,0.10517832673002,"hfw0"
"1:148",2006,"NOT.AT.ALL.ACCEPTABLE",0.10995732335594,0.0797701843661663,0.0955632726526247,0.126216890792672,"hfw0"
"1:149",2007,"NOT.AT.ALL.ACCEPTABLE",0.0972675110248757,0.0829205444987474,0.083901337421922,0.112501532231053,"hfw0"
"1:150",2008,"NOT.AT.ALL.ACCEPTABLE",0.112909907189976,0.0829482285376406,0.0976218902775491,0.130246527371596,"hfw0"
"1:151",2009,"NOT.AT.ALL.ACCEPTABLE",0.110908573816032,0.0856606594038613,0.0954024683515892,0.128576719784662,"hfw0"
"1:152",2010,"NOT.AT.ALL.ACCEPTABLE",0.116138838938351,0.0797904634459176,0.101023832974069,0.133180294481465,"hfw0"
"1:153",2011,"NOT.AT.ALL.ACCEPTABLE",0.103194598931261,0.0835584584097041,0.0889929123155597,0.119365673064456,"hfw0"
"1:154",2012,"NOT.AT.ALL.ACCEPTABLE",0.126761561517092,0.0809208217644878,0.110219331734784,0.1453808731163,"hfw0"
"1:155",2013,"NOT.AT.ALL.ACCEPTABLE",0.134429019321096,0.0817304386447703,0.116856421461475,0.154182800684448,"hfw0"
"1:156",2014,"NOT.AT.ALL.ACCEPTABLE",0.112068860752846,0.0896126715271393,0.0957454069651116,0.130772799986708,"hfw0"
"2:1",1976,"DESIRABLE",0.104558754573952,0.074979415720221,0.0915774638729166,0.119138838767513,"hfwh"
"2:2",1977,"DESIRABLE",0.124075161074181,0.0613857436521535,0.111579620108934,0.137753074308659,"hfwh"
"2:3",1978,"DESIRABLE",0.15237545857378,0.0518241603639674,0.139714450197215,0.165962473881495,"hfwh"
"2:4",1979,"DESIRABLE",0.13350471687295,0.0568345645756489,0.121136290373857,0.146924882156365,"hfwh"
"2:5",1980,"DESIRABLE",0.135330596370493,0.0567823704470166,0.12282801054024,0.148889798259548,"hfwh"
"2:6",1981,"DESIRABLE",0.140361439716088,0.0533379067848795,0.128215301912693,0.153455670047369,"hfwh"
"2:7",1982,"DESIRABLE",0.141230640552622,0.0536424697073513,0.128953510667738,0.154469343191682,"hfwh"
"2:8",1983,"DESIRABLE",0.139431525371374,0.0554178979741954,0.126901559277312,0.15298189606954,"hfwh"
"2:9",1984,"DESIRABLE",0.141141453157451,0.0561562215215021,0.128318818057209,0.155017557614656,"hfwh"
"2:10",1985,"DESIRABLE",0.135136177333808,0.0572345302478513,0.12255367468313,0.148791455950733,"hfwh"
"2:11",1986,"DESIRABLE",0.140355464127284,0.0573352225698223,0.12733662554861,0.154469736040221,"hfwh"
"2:12",1987,"DESIRABLE",0.144562970297135,0.0550048150930773,0.131734987547598,0.158412201953921,"hfwh"
"2:13",1988,"DESIRABLE",0.142364154084773,0.0551369396799305,0.129672474436824,0.156075268186593,"hfwh"
"2:14",1989,"DESIRABLE",0.157504683591897,0.0580168606590354,0.142996252776122,0.173187667944753,"hfwh"
"2:15",1990,"DESIRABLE",0.153596869504244,0.0617721361814748,0.138508262740634,0.170004812393869,"hfwh"
"2:16",1991,"DESIRABLE",0.155224519882739,0.0622177107898661,0.139897353249714,0.171895327563397,"hfwh"
"2:17",1992,"DESIRABLE",0.149604793856949,0.0621498185035377,0.134759535972955,0.165772099794543,"hfwh"
"2:18",1993,"DESIRABLE",0.156020856909783,0.0606924852421125,0.140989809420506,0.172332892642452,"hfwh"
"2:19",1994,"DESIRABLE",0.149516571397679,0.0632186803626099,0.134434724244058,0.165965980937372,"hfwh"
"2:20",1995,"DESIRABLE",0.154834594299685,0.0621244251115766,0.1395615242451,0.171446051042026,"hfwh"
"2:21",1996,"DESIRABLE",0.14357926186103,0.0667387751811233,0.128232231702562,0.160425043340319,"hfwh"
"2:22",1997,"DESIRABLE",0.125479020883902,0.0732893168962711,0.110545404359049,0.142107707825515,"hfwh"
"2:23",1998,"DESIRABLE",0.129467934166185,0.0734050602612021,0.114098604013265,0.146565035509599,"hfwh"
"2:24",1999,"DESIRABLE",0.140914219232329,0.0750957905102264,0.12401977454408,0.159690541201873,"hfwh"
"2:25",2000,"DESIRABLE",0.138151508626297,0.0803055163864539,0.120455429037235,0.157980362411306,"hfwh"
"2:26",2001,"DESIRABLE",0.136432722027371,0.0797885248325294,0.11903264070361,0.155926141396375,"hfwh"
"2:27",2002,"DESIRABLE",0.136203729030966,0.0791326853131232,0.11896349450753,0.155501450662614,"hfwh"
"2:28",2003,"DESIRABLE",0.112351930821292,0.0812518038739888,0.0974231681047334,0.129240754017651,"hfwh"
"2:29",2004,"DESIRABLE",0.139433014117163,0.0730813389110777,0.123116406400893,0.157523599513353,"hfwh"
"2:30",2005,"DESIRABLE",0.119530618600403,0.0780561718729181,0.104343383180322,0.136591252540365,"hfwh"
"2:31",2006,"DESIRABLE",0.129403863784087,0.0789140779711846,0.112954749874033,0.147849133425215,"hfwh"
"2:32",2007,"DESIRABLE",0.135221309000872,0.0782282384028124,0.118273164697961,0.154173412701082,"hfwh"
"2:33",2008,"DESIRABLE",0.173208683960849,0.0743438215054899,0.153323787289629,0.195078301626598,"hfwh"
"2:34",2009,"DESIRABLE",0.174220490687813,0.0750403680717832,0.154063097111761,0.196402926238747,"hfwh"
"2:35",2010,"DESIRABLE",0.154307394100333,0.0755816224102598,0.135949640964725,0.174643017652589,"hfwh"
"2:36",2011,"DESIRABLE",0.141679007655251,0.0793215364784585,0.123804935987307,0.161657503538822,"hfwh"
"2:37",2012,"DESIRABLE",0.209821756759982,0.0708042791079091,0.187738241852361,0.233755374210531,"hfwh"
"2:38",2013,"DESIRABLE",0.13628805812964,0.0847148696411868,0.117896041305934,0.157038472151751,"hfwh"
"2:39",2014,"DESIRABLE",0.186960610890712,0.0788476334999519,0.164596183141341,0.211594127383213,"hfwh"
"2:40",1976,"ACCEPTABLE",0.4485299502145,0.0452676640221728,0.426698259742388,0.470561815688584,"hfwh"
"2:41",1977,"ACCEPTABLE",0.469310876207226,0.0398094560667257,0.44993431380187,0.488780409279461,"hfwh"
"2:42",1978,"ACCEPTABLE",0.451645640927786,0.0368498490549066,0.433828386435946,0.46958772577099,"hfwh"
"2:43",1979,"ACCEPTABLE",0.507772440028732,0.0382122425946899,0.489051161881638,0.526471945192815,"hfwh"
"2:44",1980,"ACCEPTABLE",0.468604956784012,0.0384491707741329,0.449892613043128,0.487406011448849,"hfwh"
"2:45",1981,"ACCEPTABLE",0.50843048890887,0.0366862254886015,0.49045652696779,0.526382682396736,"hfwh"
"2:46",1982,"ACCEPTABLE",0.520130453157119,0.0370023952189612,0.502010489175647,0.538197609686661,"hfwh"
"2:47",1983,"ACCEPTABLE",0.542010541644531,0.0382267089773158,0.523362054493542,0.56054205741631,"hfwh"
"2:48",1984,"ACCEPTABLE",0.540925826956161,0.0388910324930036,0.521947225474891,0.559786443390279,"hfwh"
"2:49",1985,"ACCEPTABLE",0.548931640979302,0.0392160420800115,0.529837752071043,0.567882514498388,"hfwh"
"2:50",1986,"ACCEPTABLE",0.540932123038417,0.0401875453115801,0.52131946188739,0.560418790530182,"hfwh"
"2:51",1987,"ACCEPTABLE",0.534204065155123,0.038974433640654,0.515155804262992,0.553153095096859,"hfwh"
"2:52",1988,"ACCEPTABLE",0.543200974984443,0.0389528675198548,0.524203476016688,0.562073630069382,"hfwh"
"2:53",1989,"ACCEPTABLE",0.539664363510234,0.0426210896821542,0.5188549869723,0.560336375719043,"hfwh"
"2:54",1990,"ACCEPTABLE",0.53255955918141,0.0447651879653447,0.51066954059863,0.554324946621378,"hfwh"
"2:55",1991,"ACCEPTABLE",0.57585477770128,0.0458587905225231,0.5537658246298,0.597644767702211,"hfwh"
"2:56",1992,"ACCEPTABLE",0.570183233231788,0.0451309035397178,0.54838407953081,0.591713570362515,"hfwh"
"2:57",1993,"ACCEPTABLE",0.558579118182803,0.0447341941467496,0.536863006431731,0.580073440384816,"hfwh"
"2:58",1994,"ACCEPTABLE",0.565341088818166,0.0461433485884005,0.543000596637502,0.587419271938348,"hfwh"
"2:59",1995,"ACCEPTABLE",0.553995893998892,0.0458626158013811,0.53169246474812,0.576084007598778,"hfwh"
"2:60",1996,"ACCEPTABLE",0.563371227756347,0.0479046204128326,0.540154367262797,0.586313641743338,"hfwh"
"2:61",1997,"ACCEPTABLE",0.594027359018865,0.0498827654660789,0.570249991669459,0.61737188393803,"hfwh"
"2:62",1998,"ACCEPTABLE",0.594477259321132,0.0503687175294211,0.570473833289563,0.61803742549242,"hfwh"
"2:63",1999,"ACCEPTABLE",0.558808503775052,0.053216082209415,0.532958695772708,0.584343412533106,"hfwh"
"2:64",2000,"ACCEPTABLE",0.600211665130233,0.0570190866768108,0.573119900204198,0.626703955804176,"hfwh"
"2:65",2001,"ACCEPTABLE",0.590179583863651,0.0566641054059185,0.563074245045397,0.616747916129257,"hfwh"
"2:66",2002,"ACCEPTABLE",0.552241497999007,0.0551179557573054,0.5254036596563,0.578778402840743,"hfwh"
"2:67",2003,"ACCEPTABLE",0.607241067896133,0.0534873815564534,0.581977492576153,0.631943418216301,"hfwh"
"2:68",2004,"ACCEPTABLE",0.562069689495311,0.0516506253134407,0.537015328009039,0.586811422989525,"hfwh"
"2:69",2005,"ACCEPTABLE",0.604937824707606,0.0527476519291363,0.57998188458811,0.629358561795363,"hfwh"
